field	phenomenon	paradigm	score	metric	model	seed	step
syntaxsemantics	Binding	blimp_principle_A_domain_2	0.0157049879543618	std	pythia-160m-seed8	8	32
syntaxsemantics	Binding	blimp_principle_A_domain_3	0.497	acc	pythia-160m-seed8	8	32
syntaxsemantics	Binding	blimp_principle_A_domain_3	0.015819015179246724	std	pythia-160m-seed8	8	32
syntaxsemantics	Binding	blimp_principle_A_reconstruction	0.44	acc	pythia-160m-seed8	8	32
syntaxsemantics	Binding	blimp_principle_A_reconstruction	0.0157049879543618	std	pythia-160m-seed8	8	32
morphology	Subject-Verb agreement	blimp_regular_plural_subject_verb_agreement_1	0.475	acc	pythia-160m-seed8	8	32
morphology	Subject-Verb agreement	blimp_regular_plural_subject_verb_agreement_1	0.01579951342999603	std	pythia-160m-seed8	8	32
morphology	Subject-Verb agreement	blimp_regular_plural_subject_verb_agreement_2	0.471	acc	pythia-160m-seed8	8	32
morphology	Subject-Verb agreement	blimp_regular_plural_subject_verb_agreement_2	0.015792669451628896	std	pythia-160m-seed8	8	32
semantics	NPI licensing	blimp_sentential_negation_npi_licensor_present	0.399	acc	pythia-160m-seed8	8	32
semantics	NPI licensing	blimp_sentential_negation_npi_licensor_present	0.015493193313162908	std	pythia-160m-seed8	8	32
syntaxsemantics	NPI licensing	blimp_sentential_negation_npi_scope	0.312	acc	pythia-160m-seed8	8	32
syntaxsemantics	NPI licensing	blimp_sentential_negation_npi_scope	0.014658474370508993	std	pythia-160m-seed8	8	32
syntax	Island effects	blimp_sentential_subject_island	0.454	acc	pythia-160m-seed8	8	32
syntax	Island effects	blimp_sentential_subject_island	0.01575221038877184	std	pythia-160m-seed8	8	32
semantics	Quantifiers	blimp_superlative_quantifiers_1	0.766	acc	pythia-160m-seed8	8	32
semantics	Quantifiers	blimp_superlative_quantifiers_1	0.013394902889660009	std	pythia-160m-seed8	8	32
semantics	Quantifiers	blimp_superlative_quantifiers_2	0.358	acc	pythia-160m-seed8	8	32
semantics	Quantifiers	blimp_superlative_quantifiers_2	0.015167928865407557	std	pythia-160m-seed8	8	32
syntaxsemantics	Control/raising	blimp_tough_vs_raising_1	0.53	acc	pythia-160m-seed8	8	32
syntaxsemantics	Control/raising	blimp_tough_vs_raising_1	0.015790799515836763	std	pythia-160m-seed8	8	32
syntaxsemantics	Control/raising	blimp_tough_vs_raising_2	0.518	acc	pythia-160m-seed8	8	32
syntaxsemantics	Control/raising	blimp_tough_vs_raising_2	0.015809045699406728	std	pythia-160m-seed8	8	32
syntax	Argument structure	blimp_transitive	0.498	acc	pythia-160m-seed8	8	32
syntax	Argument structure	blimp_transitive	0.015819173374302702	std	pythia-160m-seed8	8	32
syntax	Filler gap	blimp_wh_island	0.927	acc	pythia-160m-seed8	8	32
syntax	Filler gap	blimp_wh_island	0.00823035471524408	std	pythia-160m-seed8	8	32
syntax	Filler gap	blimp_wh_questions_object_gap	0.993	acc	pythia-160m-seed8	8	32
syntax	Filler gap	blimp_wh_questions_object_gap	0.002637794146243762	std	pythia-160m-seed8	8	32
syntax	Filler gap	blimp_wh_questions_subject_gap	1.0	acc	pythia-160m-seed8	8	32
syntax	Filler gap	blimp_wh_questions_subject_gap	0.0	std	pythia-160m-seed8	8	32
syntax	Filler gap	blimp_wh_questions_subject_gap_long_distance	1.0	acc	pythia-160m-seed8	8	32
syntax	Filler gap	blimp_wh_questions_subject_gap_long_distance	0.0	std	pythia-160m-seed8	8	32
syntax	Filler gap	blimp_wh_vs_that_no_gap	1.0	acc	pythia-160m-seed8	8	32
syntax	Filler gap	blimp_wh_vs_that_no_gap	0.0	std	pythia-160m-seed8	8	32
syntax	Filler gap	blimp_wh_vs_that_no_gap_long_distance	1.0	acc	pythia-160m-seed8	8	32
syntax	Filler gap	blimp_wh_vs_that_no_gap_long_distance	0.0	std	pythia-160m-seed8	8	32
syntax	Filler gap	blimp_wh_vs_that_with_gap	0.0	acc	pythia-160m-seed8	8	32
syntax	Filler gap	blimp_wh_vs_that_with_gap	0.0	std	pythia-160m-seed8	8	32
syntax	Filler gap	blimp_wh_vs_that_with_gap_long_distance	0.0	acc	pythia-160m-seed8	8	32
syntax	Filler gap	blimp_wh_vs_that_with_gap_long_distance	0.0	std	pythia-160m-seed8	8	32
Aggregate	Aggregate	blimp	0.5454328358208955	acc	pythia-160m-seed8	8	16
Aggregate	Aggregate	blimp	0.0017709607046805373	std	pythia-160m-seed8	8	16
syntax	Island effects	blimp_adjunct_island	0.514	acc	pythia-160m-seed8	8	16
syntax	Island effects	blimp_adjunct_island	0.01581309754773099	std	pythia-160m-seed8	8	16
morphology	Anaphor agreement	blimp_anaphor_gender_agreement	0.77	acc	pythia-160m-seed8	8	16
morphology	Anaphor agreement	blimp_anaphor_gender_agreement	0.013314551335935945	std	pythia-160m-seed8	8	16
morphology	Anaphor agreement	blimp_anaphor_number_agreement	0.523	acc	pythia-160m-seed8	8	16
morphology	Anaphor agreement	blimp_anaphor_number_agreement	0.0158025542467261	std	pythia-160m-seed8	8	16
syntax	Argument structure	blimp_animate_subject_passive	0.625	acc	pythia-160m-seed8	8	16
syntax	Argument structure	blimp_animate_subject_passive	0.015316971293620996	std	pythia-160m-seed8	8	16
syntax	Argument structure	blimp_animate_subject_trans	0.786	acc	pythia-160m-seed8	8	16
syntax	Argument structure	blimp_animate_subject_trans	0.01297583802196876	std	pythia-160m-seed8	8	16
syntax	Argument structure	blimp_causative	0.456	acc	pythia-160m-seed8	8	16
syntax	Argument structure	blimp_causative	0.015757928553979176	std	pythia-160m-seed8	8	16
syntax	Island effects	blimp_complex_NP_island	0.464	acc	pythia-160m-seed8	8	16
syntax	Island effects	blimp_complex_NP_island	0.01577824302490459	std	pythia-160m-seed8	8	16
syntax	Island effects	blimp_coordinate_structure_constraint_complex_left_branch	0.498	acc	pythia-160m-seed8	8	16
syntax	Island effects	blimp_coordinate_structure_constraint_complex_left_branch	0.015819173374302706	std	pythia-160m-seed8	8	16
syntax	Island effects	blimp_coordinate_structure_constraint_object_extraction	0.482	acc	pythia-160m-seed8	8	16
syntax	Island effects	blimp_coordinate_structure_constraint_object_extraction	0.015809045699406728	std	pythia-160m-seed8	8	16
morphology	Determiner-Noun agreement	blimp_determiner_noun_agreement_1	0.509	acc	pythia-160m-seed8	8	16
morphology	Determiner-Noun agreement	blimp_determiner_noun_agreement_1	0.015816736995005392	std	pythia-160m-seed8	8	16
morphology	Determiner-Noun agreement	blimp_determiner_noun_agreement_2	0.494	acc	pythia-160m-seed8	8	16
morphology	Determiner-Noun agreement	blimp_determiner_noun_agreement_2	0.015818160898606715	std	pythia-160m-seed8	8	16
morphology	Determiner-Noun agreement	blimp_determiner_noun_agreement_irregular_1	0.5	acc	pythia-160m-seed8	8	16
morphology	Determiner-Noun agreement	blimp_determiner_noun_agreement_irregular_1	0.015819299929208316	std	pythia-160m-seed8	8	16
morphology	Determiner-Noun agreement	blimp_determiner_noun_agreement_irregular_2	0.567	acc	pythia-160m-seed8	8	16
morphology	Determiner-Noun agreement	blimp_determiner_noun_agreement_irregular_2	0.01567663091218133	std	pythia-160m-seed8	8	16
morphology	Determiner-Noun agreement	blimp_determiner_noun_agreement_with_adj_2	0.493	acc	pythia-160m-seed8	8	16
morphology	Determiner-Noun agreement	blimp_determiner_noun_agreement_with_adj_2	0.015817749561843578	std	pythia-160m-seed8	8	16
morphology	Determiner-Noun agreement	blimp_determiner_noun_agreement_with_adj_irregular_1	0.503	acc	pythia-160m-seed8	8	16
morphology	Determiner-Noun agreement	blimp_determiner_noun_agreement_with_adj_irregular_1	0.015819015179246724	std	pythia-160m-seed8	8	16
morphology	Determiner-Noun agreement	blimp_determiner_noun_agreement_with_adj_irregular_2	0.51	acc	pythia-160m-seed8	8	16
morphology	Determiner-Noun agreement	blimp_determiner_noun_agreement_with_adj_irregular_2	0.015816135752773207	std	pythia-160m-seed8	8	16
morphology	Determiner-Noun agreement	blimp_determiner_noun_agreement_with_adjective_1	0.513	acc	pythia-160m-seed8	8	16
morphology	Determiner-Noun agreement	blimp_determiner_noun_agreement_with_adjective_1	0.015813952101896626	std	pythia-160m-seed8	8	16
morphology	Subject-Verb agreement	blimp_distractor_agreement_relational_noun	0.512	acc	pythia-160m-seed8	8	16
morphology	Subject-Verb agreement	blimp_distractor_agreement_relational_noun	0.015814743314581818	std	pythia-160m-seed8	8	16
morphology	Subject-Verb agreement	blimp_distractor_agreement_relative_clause	0.488	acc	pythia-160m-seed8	8	16
morphology	Subject-Verb agreement	blimp_distractor_agreement_relative_clause	0.015814743314581818	std	pythia-160m-seed8	8	16
syntax	Argument structure	blimp_drop_argument	0.647	acc	pythia-160m-seed8	8	16
syntax	Argument structure	blimp_drop_argument	0.01512017260548369	std	pythia-160m-seed8	8	16
syntax	Ellipsis	blimp_ellipsis_n_bar_1	0.549	acc	pythia-160m-seed8	8	16
syntax	Ellipsis	blimp_ellipsis_n_bar_1	0.015743152379585543	std	pythia-160m-seed8	8	16
syntax	Ellipsis	blimp_ellipsis_n_bar_2	0.348	acc	pythia-160m-seed8	8	16
syntax	Ellipsis	blimp_ellipsis_n_bar_2	0.01507060460376841	std	pythia-160m-seed8	8	16
syntaxsemantics	Control/raising	blimp_existential_there_object_raising	0.611	acc	pythia-160m-seed8	8	16
syntaxsemantics	Control/raising	blimp_existential_there_object_raising	0.01542455564730849	std	pythia-160m-seed8	8	16
semantics	Quantifiers	blimp_existential_there_quantifiers_1	0.727	acc	pythia-160m-seed8	8	16
semantics	Quantifiers	blimp_existential_there_quantifiers_1	0.014095022868717595	std	pythia-160m-seed8	8	16
semantics	Quantifiers	blimp_existential_there_quantifiers_2	0.868	acc	pythia-160m-seed8	8	16
semantics	Quantifiers	blimp_existential_there_quantifiers_2	0.010709373963528017	std	pythia-160m-seed8	8	16
syntaxsemantics	Control/raising	blimp_existential_there_subject_raising	0.546	acc	pythia-160m-seed8	8	16
syntaxsemantics	Control/raising	blimp_existential_there_subject_raising	0.015752210388771844	std	pythia-160m-seed8	8	16
syntaxsemantics	Control/raising	blimp_expletive_it_object_raising	0.579	acc	pythia-160m-seed8	8	16
syntaxsemantics	Control/raising	blimp_expletive_it_object_raising	0.015620595475301311	std	pythia-160m-seed8	8	16
syntax	Argument structure	blimp_inchoative	0.447	acc	pythia-160m-seed8	8	16
syntax	Argument structure	blimp_inchoative	0.015730176046009046	std	pythia-160m-seed8	8	16
syntax	Argument structure	blimp_intransitive	0.57	acc	pythia-160m-seed8	8	16
syntax	Argument structure	blimp_intransitive	0.01566350361015528	std	pythia-160m-seed8	8	16
morphology	Irregular forms	blimp_irregular_past_participle_adjectives	0.805	acc	pythia-160m-seed8	8	16
morphology	Irregular forms	blimp_irregular_past_participle_adjectives	0.012535235623319338	std	pythia-160m-seed8	8	16
morphology	Irregular forms	blimp_irregular_past_participle_verbs	0.378	acc	pythia-160m-seed8	8	16
morphology	Irregular forms	blimp_irregular_past_participle_verbs	0.015341165254026646	std	pythia-160m-seed8	8	16
morphology	Irregular forms	blimp_irregular_plural_subject_verb_agreement_1	0.46	acc	pythia-160m-seed8	8	16
morphology	Irregular forms	blimp_irregular_plural_subject_verb_agreement_1	0.01576859691439438	std	pythia-160m-seed8	8	16
morphology	Irregular forms	blimp_irregular_plural_subject_verb_agreement_2	0.475	acc	pythia-160m-seed8	8	16
morphology	Irregular forms	blimp_irregular_plural_subject_verb_agreement_2	0.015799513429996005	std	pythia-160m-seed8	8	16
syntax	Island effects	blimp_left_branch_island_echo_question	0.436	acc	pythia-160m-seed8	8	16
syntax	Island effects	blimp_left_branch_island_echo_question	0.015689173023144067	std	pythia-160m-seed8	8	16
syntax	Island effects	blimp_left_branch_island_simple_question	0.508	acc	pythia-160m-seed8	8	16
syntax	Island effects	blimp_left_branch_island_simple_question	0.01581727492920901	std	pythia-160m-seed8	8	16
semantics	NPI licensing	blimp_matrix_question_npi_licensor_present	0.024	acc	pythia-160m-seed8	8	16
semantics	NPI licensing	blimp_matrix_question_npi_licensor_present	0.004842256441727045	std	pythia-160m-seed8	8	16
semantics	NPI licensing	blimp_npi_present_1	0.714	acc	pythia-160m-seed8	8	16
semantics	NPI licensing	blimp_npi_present_1	0.01429714686251791	std	pythia-160m-seed8	8	16
semantics	NPI licensing	blimp_npi_present_2	0.71	acc	pythia-160m-seed8	8	16
semantics	NPI licensing	blimp_npi_present_2	0.01435639599990569	std	pythia-160m-seed8	8	16
semantics	NPI licensing	blimp_only_npi_licensor_present	0.719	acc	pythia-160m-seed8	8	16
semantics	NPI licensing	blimp_only_npi_licensor_present	0.01422115470843494	std	pythia-160m-seed8	8	16
syntaxsemantics	NPI licensing	blimp_only_npi_scope	0.302	acc	pythia-160m-seed8	8	16
syntaxsemantics	NPI licensing	blimp_only_npi_scope	0.014526080235459548	std	pythia-160m-seed8	8	16
syntax	Argument structure	blimp_passive_1	0.641	acc	pythia-160m-seed8	8	16
syntax	Argument structure	blimp_passive_1	0.015177264224798594	std	pythia-160m-seed8	8	16
syntax	Argument structure	blimp_passive_2	0.645	acc	pythia-160m-seed8	8	16
syntax	Argument structure	blimp_passive_2	0.015139491543780534	std	pythia-160m-seed8	8	16
syntaxsemantics	Binding	blimp_principle_A_c_command	0.255	acc	pythia-160m-seed8	8	16
syntaxsemantics	Binding	blimp_principle_A_c_command	0.013790038620872823	std	pythia-160m-seed8	8	16
syntaxsemantics	Binding	blimp_principle_A_case_1	0.524	acc	pythia-160m-seed8	8	16
syntaxsemantics	Binding	blimp_principle_A_case_1	0.015801065586651758	std	pythia-160m-seed8	8	16
syntaxsemantics	Binding	blimp_principle_A_case_2	0.459	acc	pythia-160m-seed8	8	16
syntaxsemantics	Binding	blimp_principle_A_case_2	0.015766025737882158	std	pythia-160m-seed8	8	16
syntaxsemantics	Binding	blimp_principle_A_domain_1	0.423	acc	pythia-160m-seed8	8	16
syntaxsemantics	Binding	blimp_principle_A_domain_1	0.015630589090476345	std	pythia-160m-seed8	8	16
syntaxsemantics	Binding	blimp_principle_A_domain_2	0.474	acc	pythia-160m-seed8	8	16
syntaxsemantics	Binding	blimp_principle_A_domain_2	0.015797897758042766	std	pythia-160m-seed8	8	16
syntaxsemantics	Binding	blimp_principle_A_domain_3	0.508	acc	pythia-160m-seed8	8	16
syntaxsemantics	Binding	blimp_principle_A_domain_3	0.01581727492920901	std	pythia-160m-seed8	8	16
syntaxsemantics	Binding	blimp_principle_A_reconstruction	0.489	acc	pythia-160m-seed8	8	16
syntaxsemantics	Binding	blimp_principle_A_reconstruction	0.015815471195292686	std	pythia-160m-seed8	8	16
morphology	Subject-Verb agreement	blimp_regular_plural_subject_verb_agreement_1	0.506	acc	pythia-160m-seed8	8	16
morphology	Subject-Verb agreement	blimp_regular_plural_subject_verb_agreement_1	0.015818160898606715	std	pythia-160m-seed8	8	16
morphology	Subject-Verb agreement	blimp_regular_plural_subject_verb_agreement_2	0.471	acc	pythia-160m-seed8	8	16
morphology	Subject-Verb agreement	blimp_regular_plural_subject_verb_agreement_2	0.015792669451628893	std	pythia-160m-seed8	8	16
semantics	NPI licensing	blimp_sentential_negation_npi_licensor_present	0.377	acc	pythia-160m-seed8	8	16
semantics	NPI licensing	blimp_sentential_negation_npi_licensor_present	0.01533317012577986	std	pythia-160m-seed8	8	16
syntaxsemantics	NPI licensing	blimp_sentential_negation_npi_scope	0.529	acc	pythia-160m-seed8	8	16
syntaxsemantics	NPI licensing	blimp_sentential_negation_npi_scope	0.015792669451628896	std	pythia-160m-seed8	8	16
syntax	Island effects	blimp_sentential_subject_island	0.47	acc	pythia-160m-seed8	8	16
syntax	Island effects	blimp_sentential_subject_island	0.015790799515836763	std	pythia-160m-seed8	8	16
semantics	Quantifiers	blimp_superlative_quantifiers_1	0.983	acc	pythia-160m-seed8	8	16
semantics	Quantifiers	blimp_superlative_quantifiers_1	0.004089954489689095	std	pythia-160m-seed8	8	16
semantics	Quantifiers	blimp_superlative_quantifiers_2	0.291	acc	pythia-160m-seed8	8	16
semantics	Quantifiers	blimp_superlative_quantifiers_2	0.014370995982377958	std	pythia-160m-seed8	8	16
syntaxsemantics	Control/raising	blimp_tough_vs_raising_1	0.501	acc	pythia-160m-seed8	8	16
syntaxsemantics	Control/raising	blimp_tough_vs_raising_1	0.015819268290576817	std	pythia-160m-seed8	8	16
syntaxsemantics	Control/raising	blimp_tough_vs_raising_2	0.545	acc	pythia-160m-seed8	8	16
syntaxsemantics	Control/raising	blimp_tough_vs_raising_2	0.015755101498347097	std	pythia-160m-seed8	8	16
syntax	Argument structure	blimp_transitive	0.5	acc	pythia-160m-seed8	8	16
syntax	Argument structure	blimp_transitive	0.015819299929208316	std	pythia-160m-seed8	8	16
syntax	Filler gap	blimp_wh_island	0.616	acc	pythia-160m-seed8	8	16
syntax	Filler gap	blimp_wh_island	0.015387682761897068	std	pythia-160m-seed8	8	16
syntax	Filler gap	blimp_wh_questions_object_gap	0.876	acc	pythia-160m-seed8	8	16
syntax	Filler gap	blimp_wh_questions_object_gap	0.010427498872343965	std	pythia-160m-seed8	8	16
syntax	Filler gap	blimp_wh_questions_subject_gap	0.896	acc	pythia-160m-seed8	8	16
syntax	Filler gap	blimp_wh_questions_subject_gap	0.009658016218524301	std	pythia-160m-seed8	8	16
syntax	Filler gap	blimp_wh_questions_subject_gap_long_distance	0.934	acc	pythia-160m-seed8	8	16
syntax	Filler gap	blimp_wh_questions_subject_gap_long_distance	0.007855297938697594	std	pythia-160m-seed8	8	16
syntax	Filler gap	blimp_wh_vs_that_no_gap	0.944	acc	pythia-160m-seed8	8	16
syntax	Filler gap	blimp_wh_vs_that_no_gap	0.007274401481697057	std	pythia-160m-seed8	8	16
syntax	Filler gap	blimp_wh_vs_that_no_gap_long_distance	0.961	acc	pythia-160m-seed8	8	16
syntax	Filler gap	blimp_wh_vs_that_no_gap_long_distance	0.006125072776426128	std	pythia-160m-seed8	8	16
